IP:Port,Loss,Latency
188.114.96.77:891,0%,25.51
188.114.98.94:894,0%,25.51
162.159.195.31:1387,0%,25.51
162.159.195.89:1018,0%,25.51
162.159.195.26:8319,0%,25.51
188.114.99.93:8742,0%,25.52
188.114.96.121:1387,0%,25.52
162.159.192.5:1074,0%,25.52
188.114.97.200:878,0%,25.52
188.114.99.4:7103,0%,25.52
188.114.98.156:8319,0%,25.52
188.114.97.128:8886,0%,25.52
162.159.195.98:4233,0%,25.52
188.114.98.75:5956,0%,25.52
162.159.195.225:942,0%,25.52
188.114.99.226:1014,0%,25.52
162.159.192.186:942,0%,25.52
188.114.96.4:7152,0%,25.52
188.114.97.162:864,0%,25.52
188.114.98.181:4233,0%,25.52
188.114.98.122:500,0%,25.52
162.159.195.242:2408,0%,25.52
188.114.99.59:903,0%,25.52
188.114.96.14:1018,0%,25.52
188.114.96.214:7559,0%,25.52
162.159.192.31:1018,0%,25.52
162.159.192.236:878,0%,25.52
162.159.192.23:1387,0%,25.52
188.114.96.49:8886,0%,25.53
188.114.98.104:880,0%,25.53
188.114.99.32:1018,0%,25.53
188.114.96.17:908,0%,25.53
188.114.99.99:955,0%,25.53
188.114.98.100:3581,0%,25.53
162.159.195.145:1002,0%,25.53
162.159.195.89:1002,0%,25.53
188.114.98.118:955,0%,25.53
162.159.192.213:2408,0%,25.53
188.114.96.242:1701,0%,25.53
188.114.96.87:1074,0%,25.53
188.114.98.240:2506,0%,25.53
188.114.97.220:4198,0%,25.53
162.159.192.120:4233,0%,25.53
162.159.195.224:1843,0%,25.53
188.114.99.5:4233,0%,25.53
188.114.98.153:942,0%,25.54
188.114.97.243:4500,0%,25.54
188.114.99.39:3581,0%,25.54
188.114.98.136:864,0%,25.54
188.114.96.107:955,0%,25.54
162.159.195.82:8742,0%,25.54
188.114.97.166:7103,0%,25.54
162.159.195.53:854,0%,25.54
162.159.195.24:987,0%,25.54
162.159.192.148:3854,0%,25.54
162.159.192.202:8854,0%,25.54
188.114.97.12:890,0%,25.54
188.114.98.53:7103,0%,25.54
188.114.96.164:880,0%,25.54
162.159.192.255:3854,0%,25.54
162.159.195.215:500,0%,25.54
188.114.98.16:2371,0%,25.54
188.114.98.28:5956,0%,25.55
188.114.97.96:1070,0%,25.55
188.114.96.71:928,0%,25.55
162.159.195.104:3581,0%,25.55
188.114.98.195:8854,0%,25.55
162.159.195.89:3138,0%,25.55
162.159.195.177:1010,0%,25.55
188.114.98.40:8854,0%,25.55
188.114.96.98:8854,0%,25.55
162.159.195.184:1074,0%,25.55
162.159.195.210:4198,0%,25.55
188.114.96.244:1002,0%,25.55
162.159.195.34:7559,0%,25.55
188.114.98.163:1002,0%,25.55
162.159.195.37:7103,0%,25.55
162.159.192.34:946,0%,25.56
188.114.96.225:2408,0%,25.56
188.114.98.104:942,0%,25.56
162.159.195.0:4198,0%,25.56
162.159.195.65:8742,0%,25.56
188.114.98.51:1387,0%,25.56
162.159.195.185:7559,0%,25.56
188.114.97.124:903,0%,25.56
188.114.97.102:7156,0%,25.56
162.159.192.86:3581,0%,25.56
162.159.192.148:908,0%,25.56
188.114.96.150:500,0%,25.56
188.114.99.62:945,0%,25.56
188.114.99.120:903,0%,25.56
188.114.98.51:859,0%,25.56
188.114.98.254:8742,0%,25.56
162.159.192.13:7281,0%,25.56
162.159.192.176:1701,0%,25.56
162.159.195.191:2506,0%,25.56
188.114.98.205:1843,0%,25.56
162.159.195.115:8886,0%,25.56
188.114.99.228:1074,0%,25.56
162.159.192.49:880,0%,25.56
188.114.98.169:1701,0%,25.57
188.114.99.196:5956,0%,25.57
188.114.97.117:968,0%,25.57
162.159.192.36:908,0%,25.57
162.159.195.6:3581,0%,25.57
162.159.192.29:8319,0%,25.57
188.114.99.203:7559,0%,25.57
188.114.97.119:1180,0%,25.57
188.114.96.51:8886,0%,25.57
162.159.192.252:3138,0%,25.57
162.159.192.102:864,0%,25.57
188.114.98.57:1180,0%,25.57
188.114.96.125:8742,0%,25.57
188.114.97.84:4500,0%,25.57
188.114.99.41:942,0%,25.57
188.114.99.197:988,0%,25.57
162.159.195.111:942,0%,25.57
188.114.98.182:7281,0%,25.57
188.114.96.190:2408,0%,25.57
188.114.98.29:968,0%,25.57
188.114.96.94:1387,0%,25.57
162.159.192.60:903,0%,25.57
162.159.195.57:500,0%,25.57
162.159.192.243:7559,0%,25.58
188.114.96.138:7281,0%,25.58
162.159.192.65:4233,0%,25.58
188.114.99.168:2408,0%,25.58
188.114.96.88:8742,0%,25.58
188.114.97.125:968,0%,25.58
188.114.98.189:1018,0%,25.58
162.159.192.5:939,0%,25.58
162.159.192.26:1701,0%,25.58
188.114.97.193:3854,0%,25.58
188.114.96.214:928,0%,25.58
162.159.192.184:934,0%,25.58
162.159.192.69:945,0%,25.58
162.159.195.6:3854,0%,25.58
188.114.96.178:903,0%,25.58
162.159.192.2:8742,0%,25.58
162.159.192.102:4500,0%,25.58
188.114.96.21:4500,0%,25.58
162.159.195.59:908,0%,25.58
188.114.96.190:1387,0%,25.58
188.114.98.186:1010,0%,25.58
188.114.98.12:939,0%,25.59
162.159.195.162:3854,0%,25.59
188.114.96.39:928,0%,25.59
188.114.98.91:7103,0%,25.59
188.114.96.120:3581,0%,25.59
188.114.98.2:903,0%,25.59
162.159.192.95:3581,0%,25.59
188.114.97.120:4198,0%,25.59
188.114.99.170:2371,0%,25.59
162.159.192.122:8319,0%,25.59
188.114.97.27:8319,0%,25.59
162.159.192.112:4233,0%,25.59
162.159.195.90:1387,0%,25.59
188.114.96.139:4233,0%,25.59
188.114.96.81:942,0%,25.59
162.159.192.157:8854,0%,25.59
188.114.98.137:3476,0%,25.59
188.114.99.97:945,0%,25.59
162.159.195.69:908,0%,25.59
188.114.98.231:880,0%,25.59
188.114.98.17:7152,0%,25.59
188.114.97.178:1010,0%,25.60
188.114.96.162:7156,0%,25.60
188.114.98.26:5279,0%,25.60
188.114.98.185:7103,0%,25.60
162.159.195.29:500,0%,25.60
188.114.98.69:955,0%,25.60
188.114.99.236:903,0%,25.60
162.159.195.212:2371,0%,25.60
188.114.97.138:5279,0%,25.60
188.114.99.151:3138,0%,25.60
188.114.99.34:3476,0%,25.60
188.114.98.221:1180,0%,25.60
188.114.98.127:1843,0%,25.60
162.159.192.15:7281,0%,25.60
188.114.98.23:1014,0%,25.60
162.159.192.200:1070,0%,25.60
162.159.192.73:987,0%,25.60
162.159.195.217:878,0%,25.60
188.114.96.237:939,0%,25.60
188.114.96.186:864,0%,25.60
188.114.99.23:943,0%,25.60
188.114.96.56:1701,0%,25.60
188.114.99.118:8742,0%,25.60
188.114.96.90:3581,0%,25.60
162.159.192.18:5279,0%,25.60
162.159.192.2:880,0%,25.60
188.114.98.91:3138,0%,25.60
188.114.98.153:1701,0%,25.61
188.114.99.48:987,0%,25.61
188.114.99.126:7559,0%,25.61
188.114.99.98:1018,0%,25.61
188.114.99.53:1387,0%,25.61
188.114.96.187:928,0%,25.61
162.159.195.55:3476,0%,25.61
162.159.195.229:1074,0%,25.61
188.114.96.155:946,0%,25.61
162.159.192.136:942,0%,25.61
188.114.99.175:4177,0%,25.61
188.114.96.203:8886,0%,25.61
162.159.192.47:7281,0%,25.61
162.159.195.202:7103,0%,25.61
188.114.99.149:1701,0%,25.62
188.114.99.218:903,0%,25.62
162.159.195.52:928,0%,25.62
188.114.99.220:1074,0%,25.62
162.159.195.181:859,0%,25.62
188.114.99.118:5956,0%,25.62
188.114.97.182:945,0%,25.62
162.159.192.208:4500,0%,25.62
188.114.99.240:1843,0%,25.62
188.114.98.21:8319,0%,25.62
188.114.96.205:1018,0%,25.62
188.114.96.109:1843,0%,25.62
162.159.195.158:7156,0%,25.63
188.114.96.90:890,0%,25.63
188.114.99.229:1180,0%,25.63
188.114.96.195:1701,0%,25.63
188.114.96.39:908,0%,25.63
188.114.96.250:8886,0%,25.63
162.159.195.7:988,0%,25.63
162.159.192.157:8742,0%,25.63
188.114.99.52:7156,0%,25.63
162.159.192.113:854,0%,25.63
188.114.97.125:8319,0%,25.63
188.114.97.200:1010,0%,25.64
188.114.97.215:968,0%,25.64
188.114.96.81:7281,0%,25.64
188.114.96.39:1070,0%,25.64
188.114.97.89:894,0%,25.64
162.159.195.161:854,0%,25.64
162.159.192.240:945,0%,25.64
188.114.97.166:3854,0%,25.64
188.114.98.176:939,0%,25.64
162.159.195.57:968,0%,25.64
162.159.195.63:1074,0%,25.64
162.159.195.37:4177,0%,25.64
188.114.98.26:3476,0%,25.65
188.114.98.211:4198,0%,25.65
162.159.195.189:8854,0%,25.65
188.114.97.170:934,0%,25.65
188.114.98.93:4177,0%,25.65
188.114.98.249:928,0%,25.65
188.114.99.251:4233,0%,25.65
188.114.96.206:2506,0%,25.65
188.114.96.100:890,0%,25.65
188.114.96.154:2506,0%,25.65
188.114.97.114:3138,0%,25.65
188.114.99.181:987,0%,25.65
188.114.96.107:859,0%,25.65
162.159.192.148:1010,0%,25.65
188.114.99.130:1074,0%,25.65
162.159.192.115:939,0%,25.65
162.159.195.78:934,0%,25.65
188.114.96.78:880,0%,25.65
162.159.192.110:1387,0%,25.65
188.114.97.110:2408,0%,25.66
188.114.96.186:7156,0%,25.66
188.114.97.170:987,0%,25.66
188.114.96.187:7152,0%,25.66
188.114.99.198:8319,0%,25.66
188.114.97.69:943,0%,25.66
162.159.195.153:1070,0%,25.66
188.114.99.186:2408,0%,25.66
188.114.98.212:3138,0%,25.66
188.114.98.51:7281,0%,25.67
162.159.195.210:8854,0%,25.67
188.114.96.109:955,0%,25.67
162.159.192.231:2408,0%,25.67
188.114.99.171:7559,0%,25.67
162.159.195.18:500,0%,25.67
162.159.195.217:1701,0%,25.67
162.159.195.237:1180,0%,25.67
188.114.97.200:903,0%,25.67
188.114.99.165:8319,0%,25.67
162.159.195.69:987,0%,25.67
188.114.96.253:988,0%,25.67
188.114.97.153:946,0%,25.67
162.159.192.165:4500,0%,25.67
188.114.96.230:1070,0%,25.67
162.159.192.39:4233,0%,25.67
162.159.192.156:2371,0%,25.68
188.114.98.86:1014,0%,25.68
188.114.99.145:968,0%,25.68
188.114.96.225:8742,0%,25.68
188.114.98.180:955,0%,25.68
162.159.192.225:5956,0%,25.68
188.114.97.65:908,0%,25.68
188.114.97.149:864,0%,25.68
188.114.96.219:1701,0%,25.68
162.159.192.208:891,0%,25.68
188.114.99.107:968,0%,25.68
188.114.96.235:8319,0%,25.68
188.114.99.231:903,0%,25.68
188.114.96.251:928,0%,25.68
188.114.97.181:1002,0%,25.68
162.159.195.98:880,0%,25.68
188.114.98.138:988,0%,25.68
162.159.192.227:3476,0%,25.68
188.114.97.209:903,0%,25.68
188.114.99.5:2506,0%,25.68
188.114.96.58:1701,0%,25.68
162.159.195.204:2371,0%,25.68
188.114.96.90:4177,0%,25.68
162.159.195.29:1018,0%,25.69
188.114.99.71:3854,0%,25.69
188.114.99.15:955,0%,25.69
188.114.96.147:955,0%,25.69
188.114.99.21:890,0%,25.69
188.114.99.213:854,0%,25.69
188.114.98.154:864,0%,25.69
188.114.96.173:4500,0%,25.69
162.159.195.241:4177,0%,25.69
188.114.99.56:4177,0%,25.69
162.159.192.59:943,0%,25.69
188.114.97.177:3581,0%,25.69
188.114.96.14:1014,0%,25.69
188.114.96.115:3476,0%,25.69
188.114.97.206:1018,0%,25.69
162.159.195.193:1843,0%,25.69
162.159.195.243:955,0%,25.69
162.159.192.239:1387,0%,25.70
188.114.97.168:2408,0%,25.70
162.159.195.226:1018,0%,25.70
162.159.192.44:8742,0%,25.70
188.114.99.232:880,0%,25.70
188.114.96.20:3476,0%,25.70
188.114.98.54:859,0%,25.70
188.114.98.40:908,0%,25.70
188.114.98.203:1018,0%,25.70
188.114.97.95:1070,0%,25.70
162.159.192.108:4233,0%,25.70
188.114.97.131:1074,0%,25.70
188.114.97.150:1010,0%,25.70
188.114.97.93:945,0%,25.70
188.114.99.200:2506,0%,25.71
188.114.96.47:928,0%,25.71
188.114.96.188:1387,0%,25.71
188.114.97.77:2408,0%,25.71
188.114.96.242:3854,0%,25.71
188.114.98.229:939,0%,25.71
188.114.98.90:1070,0%,25.71
188.114.99.80:939,0%,25.71
188.114.97.183:943,0%,25.71
188.114.96.73:4233,0%,25.71
188.114.98.209:880,0%,25.71
188.114.96.11:2506,0%,25.71
188.114.96.211:5956,0%,25.71
162.159.195.89:890,0%,25.71
162.159.192.196:988,0%,25.71
188.114.99.52:968,0%,25.71
162.159.192.189:2506,0%,25.71
188.114.98.186:5279,0%,25.71
162.159.195.130:8319,0%,25.71
188.114.96.28:908,0%,25.71
162.159.195.175:878,0%,25.71
188.114.98.113:5279,0%,25.72
188.114.97.36:1843,0%,25.72
188.114.99.148:3581,0%,25.72
188.114.96.137:1070,0%,25.72
188.114.96.211:1701,0%,25.72
188.114.96.9:908,0%,25.72
188.114.97.90:1014,0%,25.72
188.114.98.84:854,0%,25.72
162.159.195.157:4198,0%,25.72
162.159.192.8:8742,0%,25.72
188.114.97.27:4177,0%,25.72
162.159.192.179:1010,0%,25.72
188.114.99.32:908,0%,25.72
188.114.98.95:864,0%,25.72
162.159.192.93:7152,0%,25.72
188.114.97.199:8886,0%,25.72
188.114.96.126:3854,0%,25.72
188.114.99.79:8319,0%,25.72
188.114.98.12:946,0%,25.72
188.114.98.124:854,0%,25.73
188.114.99.7:2506,0%,25.73
188.114.98.215:891,0%,25.73
188.114.99.214:934,0%,25.73
188.114.98.47:7559,0%,25.73
162.159.195.174:1074,0%,25.73
188.114.99.132:2408,0%,25.73
188.114.97.210:7559,0%,25.73
188.114.99.153:988,0%,25.73
188.114.99.141:968,0%,25.74
162.159.192.219:968,0%,25.74
162.159.195.230:4233,0%,25.74
188.114.96.201:8886,0%,25.74
188.114.98.89:1014,0%,25.74
188.114.99.188:500,0%,25.74
162.159.192.67:1843,0%,25.74
188.114.96.237:1843,0%,25.74
188.114.96.206:1701,0%,25.74
188.114.99.250:945,0%,25.74
162.159.195.235:3476,0%,25.74
188.114.98.236:1010,0%,25.74
188.114.99.244:4500,0%,25.74
188.114.99.137:8319,0%,25.75
162.159.195.105:8319,0%,25.75
188.114.98.149:3854,0%,25.75
188.114.99.2:890,0%,25.75
188.114.98.209:3476,0%,25.75
188.114.99.232:5956,0%,25.75
188.114.97.224:864,0%,25.75
188.114.98.77:3581,0%,25.75
188.114.98.242:2371,0%,25.75
188.114.99.152:928,0%,25.75
188.114.96.247:859,0%,25.75
162.159.195.150:7559,0%,25.75
188.114.99.231:3854,0%,25.75
188.114.98.232:5279,0%,25.76
188.114.99.71:942,0%,25.76
162.159.195.247:3138,0%,25.76
188.114.98.7:968,0%,25.76
162.159.192.223:4500,0%,25.76
188.114.96.69:890,0%,25.76
188.114.98.247:2371,0%,25.76
188.114.96.94:955,0%,25.77
188.114.99.220:4177,0%,25.77
188.114.97.33:1701,0%,25.77
188.114.99.108:928,0%,25.77
162.159.195.81:891,0%,25.77
162.159.192.76:880,0%,25.77
188.114.96.64:864,0%,25.77
188.114.98.97:908,0%,25.77
188.114.99.119:988,0%,25.77
162.159.192.216:4233,0%,25.77
162.159.195.145:988,0%,25.77
188.114.97.85:987,0%,25.77
188.114.97.193:7559,0%,25.77
188.114.97.105:4198,0%,25.77
188.114.99.141:908,0%,25.77
188.114.97.177:878,0%,25.77
162.159.195.131:4177,0%,25.78
188.114.96.70:890,0%,25.78
188.114.98.248:1387,0%,25.78
188.114.96.110:7281,0%,25.78
188.114.98.49:890,0%,25.78
188.114.97.8:3581,0%,25.78
188.114.99.227:4233,0%,25.78
188.114.96.230:890,0%,25.79
188.114.96.124:880,0%,25.79
162.159.192.91:500,0%,25.79
188.114.97.0:3138,0%,25.79
188.114.97.212:891,0%,25.79
188.114.97.136:859,0%,25.79
188.114.97.57:1014,0%,25.79
188.114.99.26:878,0%,25.79
162.159.195.65:939,0%,25.79
188.114.96.138:946,0%,25.79
162.159.192.5:1070,0%,25.79
188.114.96.213:946,0%,25.79
162.159.192.141:894,0%,25.79
162.159.195.173:934,0%,25.79
188.114.96.12:3476,0%,25.79
162.159.195.63:8319,0%,25.79
188.114.96.231:1180,0%,25.79
188.114.98.91:946,0%,25.79
188.114.99.203:1180,0%,25.79
162.159.192.109:7103,0%,25.79
188.114.97.9:4198,0%,25.79
162.159.195.33:5956,0%,25.80
188.114.99.53:890,0%,25.80
188.114.96.249:1701,0%,25.80
188.114.98.76:7152,0%,25.80
188.114.96.74:7281,0%,25.80
188.114.96.44:1074,0%,25.80
188.114.97.146:7103,0%,25.80
188.114.97.144:7559,0%,25.80
188.114.98.220:1701,0%,25.80
188.114.99.165:987,0%,25.80
188.114.98.254:2506,0%,25.81
188.114.97.185:5956,0%,25.81
188.114.97.116:8886,0%,25.81
162.159.192.145:4500,0%,25.81
188.114.99.185:934,0%,25.81
188.114.99.132:939,0%,25.81
188.114.99.148:928,0%,25.81
162.159.195.218:7152,0%,25.81
188.114.98.52:3581,0%,25.82
188.114.98.225:968,0%,25.82
162.159.192.25:4233,0%,25.82
188.114.96.113:1070,0%,25.82
188.114.96.87:939,0%,25.82
188.114.96.54:7281,0%,25.82
162.159.195.170:878,0%,25.82
162.159.195.149:1074,0%,25.82
188.114.98.97:5279,0%,25.83
162.159.192.201:2408,0%,25.83
188.114.97.222:894,0%,25.83
188.114.96.219:1070,0%,25.83
162.159.192.203:4198,0%,25.83
162.159.195.237:7103,0%,25.83
188.114.99.244:890,0%,25.83
162.159.192.91:1843,0%,25.83
188.114.98.207:3581,0%,25.83
188.114.99.181:4500,0%,25.83
162.159.192.147:5956,0%,25.83
188.114.98.252:4233,0%,25.84
188.114.96.251:5279,0%,25.84
162.159.192.13:3854,0%,25.84
188.114.99.124:2408,0%,25.84
162.159.192.194:864,0%,25.84
188.114.97.19:7103,0%,25.84
188.114.97.31:8742,0%,25.84
162.159.195.243:2371,0%,25.84
188.114.97.209:945,0%,25.84
188.114.99.80:1387,0%,25.84
162.159.195.117:500,0%,25.84
188.114.96.229:968,0%,25.84
188.114.97.140:5956,0%,25.84
162.159.192.239:880,0%,25.84
162.159.195.70:878,0%,25.84
188.114.99.246:7281,0%,25.84
162.159.192.0:891,0%,25.84
188.114.97.71:1018,0%,25.84
162.159.195.250:3476,0%,25.85
188.114.99.203:8742,0%,25.85
188.114.96.226:854,0%,25.85
188.114.98.162:3854,0%,25.85
162.159.192.33:880,0%,25.85
188.114.96.167:946,0%,25.85
188.114.98.222:880,0%,25.85
162.159.195.61:8742,0%,25.85
188.114.98.48:987,0%,25.85
162.159.195.29:1180,0%,25.85
188.114.99.18:890,0%,25.85
188.114.97.4:955,0%,25.86
162.159.192.153:1014,0%,25.86
162.159.192.125:2371,0%,25.86
162.159.192.5:1002,0%,25.86
188.114.99.250:890,0%,25.86
188.114.97.137:908,0%,25.86
188.114.98.213:1002,0%,25.86
188.114.96.7:908,0%,25.86
162.159.195.111:8886,0%,25.86
162.159.192.153:4500,0%,25.86
188.114.98.159:3854,0%,25.86
162.159.192.235:1074,0%,25.86
188.114.99.46:1701,0%,25.86
162.159.192.91:4233,0%,25.86
162.159.195.48:943,0%,25.86
162.159.195.62:1387,0%,25.86
188.114.99.238:987,0%,25.87
162.159.192.223:5279,0%,25.87
162.159.195.243:4233,0%,25.87
188.114.99.244:2506,0%,25.87
188.114.97.89:3476,0%,25.87
188.114.99.79:934,0%,25.87
188.114.98.151:500,0%,25.87
162.159.195.178:864,0%,25.87
188.114.96.0:1018,0%,25.87
162.159.192.42:7103,0%,25.87
188.114.98.167:8886,0%,25.87
188.114.98.232:7103,0%,25.87
188.114.97.19:968,0%,25.87
162.159.195.181:7559,0%,25.87
188.114.96.229:945,0%,25.88
188.114.96.249:8742,0%,25.88
188.114.97.135:1843,0%,25.88
188.114.97.157:955,0%,25.88
188.114.96.231:968,0%,25.88
188.114.96.153:3854,0%,25.88
188.114.99.222:5279,0%,25.88
188.114.96.192:864,0%,25.88
188.114.98.207:1002,0%,25.88
188.114.96.2:987,0%,25.88
188.114.96.244:3476,0%,25.89
188.114.99.226:500,0%,25.89
188.114.98.161:3581,0%,25.89
188.114.99.188:1002,0%,25.89
188.114.98.177:903,0%,25.89
188.114.96.150:946,0%,25.90
188.114.98.242:928,0%,25.90
162.159.195.161:934,0%,25.90
188.114.97.98:943,0%,25.90
188.114.96.129:1701,0%,25.90
188.114.96.142:1180,0%,25.90
188.114.96.192:1701,0%,25.90
188.114.97.43:854,0%,25.90
162.159.192.242:987,0%,25.90
188.114.98.244:8854,0%,25.90
188.114.97.2:1010,0%,25.91
188.114.99.160:854,0%,25.91
162.159.192.48:943,0%,25.91
162.159.192.110:934,0%,25.91
162.159.192.184:8886,0%,25.92
188.114.98.129:1074,0%,25.92
162.159.192.212:3854,0%,25.92
162.159.195.188:8319,0%,25.92
162.159.195.42:880,0%,25.92
188.114.98.38:2408,0%,25.92
188.114.98.155:890,0%,25.92
162.159.192.199:4233,0%,25.93
188.114.99.7:1070,0%,25.93
188.114.96.207:968,0%,25.93
188.114.99.71:903,0%,25.93
188.114.97.172:7559,0%,25.93
162.159.192.101:4198,0%,25.93
162.159.192.130:4233,0%,25.93
188.114.99.48:878,0%,25.93
188.114.97.210:7281,0%,25.93
188.114.97.251:8886,0%,25.93
188.114.96.252:1002,0%,25.94
188.114.97.229:500,0%,25.94
162.159.192.229:1010,0%,25.94
162.159.192.104:2408,0%,25.94
188.114.97.138:878,0%,25.94
188.114.96.196:3581,0%,25.94
162.159.195.223:854,0%,25.94
188.114.97.34:2371,0%,25.94
162.159.195.196:4198,0%,25.94
188.114.96.18:1701,0%,25.95
188.114.97.108:5956,0%,25.95
188.114.99.75:903,0%,25.95
162.159.192.197:1074,0%,25.95
188.114.98.4:942,0%,25.95
162.159.195.90:8742,0%,25.95
188.114.96.243:7152,0%,25.95
188.114.99.50:890,0%,25.95
188.114.99.35:3854,0%,25.95
162.159.192.34:854,0%,25.96
188.114.98.169:894,0%,25.96
188.114.96.193:4233,0%,25.97
162.159.195.219:894,0%,25.97
162.159.192.30:987,0%,25.97
188.114.98.14:8742,0%,25.97
162.159.195.121:3476,0%,25.97
162.159.195.232:1701,0%,25.97
188.114.99.142:3138,0%,25.97
162.159.192.136:934,0%,25.97
188.114.98.123:943,0%,25.97
162.159.192.133:1014,0%,25.98
188.114.98.161:894,0%,25.98
188.114.98.237:988,0%,25.98
162.159.192.236:5956,0%,25.98
188.114.97.6:968,0%,25.98
162.159.192.46:5279,0%,25.98
162.159.192.75:8742,0%,25.99
188.114.99.169:3138,0%,25.99
188.114.96.196:1014,0%,25.99
188.114.97.98:8742,0%,25.99
188.114.96.246:987,0%,26.00
188.114.97.14:908,0%,26.00
188.114.98.47:1701,0%,26.00
188.114.96.169:8319,0%,26.00
188.114.98.62:1070,0%,26.00
188.114.96.98:939,0%,26.00
188.114.97.2:4177,0%,26.00
162.159.192.151:880,0%,26.00
188.114.96.151:2371,0%,26.00
188.114.96.125:891,0%,26.00
188.114.98.222:942,0%,26.01
188.114.96.145:1018,0%,26.01
188.114.98.158:968,0%,26.01
188.114.97.64:8742,0%,26.01
188.114.96.224:1387,0%,26.01
188.114.97.131:988,0%,26.01
188.114.97.88:4198,0%,26.01
162.159.192.3:880,0%,26.01
188.114.97.71:859,0%,26.01
162.159.195.236:880,0%,26.02
188.114.98.254:1002,0%,26.02
188.114.98.181:943,0%,26.02
162.159.192.23:1701,0%,26.02
162.159.192.156:1014,0%,26.03
162.159.195.230:943,0%,26.03
188.114.98.122:955,0%,26.03
188.114.99.139:4500,0%,26.03
188.114.99.86:859,0%,26.03
162.159.192.230:878,0%,26.03
188.114.98.3:7156,0%,26.03
188.114.96.206:2371,0%,26.03
188.114.98.39:5956,0%,26.03
162.159.192.153:5956,0%,26.04
188.114.97.51:987,0%,26.04
188.114.96.184:7559,0%,26.04
162.159.192.162:2506,0%,26.04
188.114.98.17:1018,0%,26.04
188.114.99.39:945,0%,26.04
162.159.192.214:8854,0%,26.04
188.114.98.31:5956,0%,26.04
188.114.98.152:3854,0%,26.04
188.114.96.222:908,0%,26.05
188.114.97.65:7103,0%,26.05
162.159.195.120:946,0%,26.05
188.114.97.110:908,0%,26.05
188.114.98.75:7559,0%,26.05
188.114.98.146:8742,0%,26.05
188.114.96.99:988,0%,26.06
188.114.96.125:7281,0%,26.06
188.114.96.64:1002,0%,26.06
188.114.96.202:943,0%,26.06
188.114.99.214:891,0%,26.06
188.114.97.30:500,0%,26.07
162.159.192.109:1701,0%,26.07
188.114.99.131:903,0%,26.07
188.114.97.208:1843,0%,26.07
162.159.192.171:500,0%,26.07
188.114.98.102:894,0%,26.07
162.159.195.152:890,0%,26.07
188.114.98.195:1018,0%,26.07
188.114.98.177:1070,0%,26.07
188.114.99.194:3476,0%,26.07
188.114.96.176:1843,0%,26.08
162.159.192.79:1387,0%,26.08
162.159.192.161:943,0%,26.08
188.114.97.215:988,0%,26.08
162.159.192.123:4198,0%,26.08
188.114.99.60:903,0%,26.08
162.159.192.205:908,0%,26.09
162.159.195.107:946,0%,26.09
162.159.195.55:4198,0%,26.09
188.114.98.68:854,0%,26.09
188.114.99.94:8854,0%,26.09
188.114.99.192:864,0%,26.09
162.159.195.172:891,0%,26.09
162.159.195.193:7103,0%,26.09
162.159.195.135:908,0%,26.09
188.114.99.19:987,0%,26.09
188.114.98.0:1014,0%,26.09
188.114.97.207:1070,0%,26.10
162.159.192.220:968,0%,26.10
188.114.98.82:3476,0%,26.10
188.114.97.112:891,0%,26.10
188.114.97.27:942,0%,26.10
188.114.97.194:1701,0%,26.10
188.114.97.5:880,0%,26.10
162.159.192.230:1070,0%,26.10
188.114.98.210:1701,0%,26.10
162.159.192.121:968,0%,26.10
162.159.192.59:5956,0%,26.10
162.159.195.201:7156,0%,26.10
188.114.99.23:500,0%,26.10
188.114.99.229:7559,0%,26.10
162.159.192.11:8319,0%,26.10
188.114.98.208:1018,0%,26.11
188.114.96.54:945,0%,26.11
162.159.192.14:987,0%,26.11
188.114.99.254:968,0%,26.11
162.159.195.232:1387,0%,26.11
188.114.97.20:955,0%,26.11
162.159.195.234:894,0%,26.11
162.159.192.64:2408,0%,26.11
188.114.99.143:890,0%,26.12
162.159.192.160:903,0%,26.12
188.114.96.99:955,0%,26.12
162.159.195.47:1014,0%,26.12
188.114.99.31:942,0%,26.12
162.159.192.225:2371,0%,26.12
162.159.192.135:878,0%,26.12
188.114.98.136:7152,0%,26.12
162.159.195.27:5279,0%,26.12
188.114.99.135:934,0%,26.12
162.159.195.146:891,0%,26.13
188.114.97.199:891,0%,26.13
188.114.98.20:7156,0%,26.13
188.114.98.199:955,0%,26.13
162.159.195.60:1014,0%,26.13
188.114.98.12:891,0%,26.13
188.114.98.200:968,0%,26.13
188.114.96.138:1010,0%,26.13
188.114.98.127:880,0%,26.13
162.159.192.39:7152,0%,26.13
188.114.96.77:939,0%,26.14
188.114.98.127:8742,0%,26.14
188.114.96.16:7103,0%,26.14
188.114.96.203:1070,0%,26.14
188.114.98.186:1002,0%,26.14
162.159.195.214:864,0%,26.14
188.114.96.218:8319,0%,26.14
188.114.97.6:3581,0%,26.14
188.114.96.85:890,0%,26.14
188.114.96.17:945,0%,26.14
188.114.97.86:955,0%,26.14
188.114.96.111:939,0%,26.15
188.114.97.206:5956,0%,26.15
188.114.98.207:1701,0%,26.15
188.114.97.145:4177,0%,26.15
162.159.192.166:3476,0%,26.15
188.114.99.47:891,0%,26.15
162.159.192.180:1018,0%,26.16
188.114.99.249:955,0%,26.16
188.114.98.248:1180,0%,26.16
188.114.98.253:4198,0%,26.16
162.159.192.100:1843,0%,26.16
188.114.99.138:878,0%,26.16
188.114.97.62:5956,0%,26.16
188.114.96.134:928,0%,26.16
188.114.97.186:3581,0%,26.16
